league,match_time,home_team,away_team,home_score,away_score,corners,Handicap - Belgium - +0.5,Handicap - Belgium - +0/0.5,Handicap - Belgium - -0/0.5,Handicap - Belgium - 0,Handicap - Italy - +0/0.5,Handicap - Italy - -0.5,Handicap - Italy - -0/0.5,Handicap - Italy - 0,No. of Corners - 1st Corner - Belgium,No. of Corners - 1st Corner - Italy,No. of Corners - Handicap - Belgium - -1,No. of Corners - Handicap - Italy - +1,No. of Corners - Odd / Even - Even,No. of Corners - Odd / Even - Odd,No. of Corners - Over / Under - Over - 4.5,No. of Corners - Over / Under - Under - 4.5,Over / Under - Over - 2,Over / Under - Over - 2.5,Over / Under - Over - 2.5/3,Over / Under - Over - 2/2.5,Over / Under - Under - 2,Over / Under - Under - 2.5,Over / Under - Under - 2.5/3,Over / Under - Under - 2/2.5
UEFA Nations League A,Half Time,Belgium,Italy,0,1,0 - 0,0.46,0.62,1.53,1.05,0.56,1.81,1.40,0.86,0.60,1.25,0.89,0.83,1.93,1.93,0.81,1.01,0.51,1.23,1.66,0.89,1.63,0.71,0.50,1.01
